image,image_id,class,has_gt,n_food_detected,n_coin_detected,status,midas_predicted_kcal,midas_predicted_mass_g,fixed_predicted_kcal,fixed_predicted_mass_g,gt_kcal,gt_mass_g
datasets\ECUSTFD\images\test\plum004S(21).JPG,plum004,plum,True,1,1,ok,30.176130252275378,65.60028315712039,34.25075607715934,74.45816538512899,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004S(22).JPG,plum004,plum,True,1,1,ok,28.15887880024715,61.214953913580764,33.65598781243916,73.16519089660686,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004S(23).JPG,plum004,plum,True,1,1,ok,23.43261403545648,50.94046529447061,32.705899680434555,71.09978191398817,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004S(24).JPG,plum004,plum,True,1,1,ok,23.030838892073824,50.067041069725704,26.819212580339336,58.302636044215944,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004S(3).JPG,plum004,plum,True,1,1,ok,20.745154084506744,45.098161053275525,28.730170504219004,62.4568924004761,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004S(4).JPG,plum004,plum,True,1,1,ok,25.772900881791156,56.02804539519816,29.640835748943843,64.43659945422574,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004S(5).JPG,plum004,plum,True,1,1,ok,20.07116080061057,43.63295826219689,26.006045289570903,56.53488106428457,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004S(6).JPG,plum004,plum,True,1,1,ok,25.703879933919584,55.87799985634692,28.427132149406262,61.79811336827448,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004S(7).JPG,plum004,plum,True,1,1,ok,26.67364875256057,57.98619294034907,32.048001035705944,69.66956746892596,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004S(8).JPG,plum004,plum,True,1,1,ok,30.86215041894196,67.091631345526,33.77200331648077,73.41739851408863,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004S(9).JPG,plum004,plum,True,1,1,ok,27.602599142198972,60.00565030912821,34.466633436323534,74.92746399200769,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(1).JPG,plum004,plum,True,1,1,ok,81.31246312787962,176.76622419104265,49.3516312132442,107.28615481140044,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(10).JPG,plum004,plum,True,1,1,ok,122.20817796996167,265.66995210861234,52.90153504201687,115.00333704786276,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(11).JPG,plum004,plum,True,1,1,ok,126.30357281022012,274.57298437004374,54.89178273617633,119.32996246994854,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(12).JPG,plum004,plum,True,1,1,ok,87.8478296804993,190.97354278369414,49.31011003281703,107.19589137568919,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(13).JPG,plum004,plum,True,1,1,ok,88.58629103167074,192.57889354711028,59.17546372347492,128.6423124423368,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(14).JPG,plum004,plum,True,1,1,ok,112.76956493464242,245.15122811878788,46.40104384449118,100.87183444454604,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(15).JPG,plum004,plum,True,1,1,ok,166.8321055600792,362.67849034799826,59.50260824074361,129.35349617552959,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(16).JPG,plum004,plum,True,1,1,ok,176.32958802528069,383.32519135930585,50.277073678638025,109.29798625790876,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(17).JPG,plum004,plum,True,1,1,ok,116.68468512457646,253.66235896647058,56.43315474354263,122.6807711816144,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(18).JPG,plum004,plum,True,1,1,ok,126.48330258682617,274.96370127570907,48.457302099312756,105.34196108546251,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(19).JPG,plum004,plum,True,1,1,ok,103.26620145438987,224.49174229215188,58.72949680581685,127.67281914308012,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(2).JPG,plum004,plum,True,1,1,ok,51.76862541441732,112.540490031342,47.95279891627186,104.2452150353736,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(20).JPG,plum004,plum,True,1,1,ok,95.59730584861107,207.82023010567622,51.769649758996195,112.54271686738302,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(21).JPG,plum004,plum,True,1,1,ok,93.28014383482599,202.7829213800565,50.092829752685226,108.89745598409833,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(22).JPG,plum004,plum,True,2,1,ok,134.988467492675,317.70482906852175,96.31710177874093,226.8566609973383,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(23).JPG,plum004,plum,True,2,1,ok,144.45533936911926,340.02957479927625,97.72102953585883,229.9933009726426,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(24).JPG,plum004,plum,True,1,1,ok,149.64563120777987,325.3165895821302,46.64833445206825,101.4094227218875,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(3).JPG,plum004,plum,True,1,1,ok,62.09591657824957,134.99112299619472,43.62211098205876,94.83067604795382,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(4).JPG,plum004,plum,True,1,1,ok,50.72997125930779,110.28254621588648,41.72434128413269,90.70508974811455,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(5).JPG,plum004,plum,True,1,1,ok,65.77902596964135,142.9978825426986,38.9906620554714,84.76230881624217,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(6).JPG,plum004,plum,True,1,1,ok,56.73756111210159,123.34252415674257,46.143435322342285,100.31181591813541,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(7).JPG,plum004,plum,True,1,1,ok,25.74598871101989,55.969540676130194,50.99913236418078,110.8676790525669,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(8).JPG,plum004,plum,True,1,1,ok,73.13892300017919,158.9976586960417,49.241248565290746,107.04619253324076,49.17400000000001,106.9
datasets\ECUSTFD\images\test\plum004T(9).JPG,plum004,plum,True,1,1,ok,60.48618078284655,131.49169735401424,54.53961564416452,118.56438183514027,49.17400000000001,106.9
datasets\ECUSTFD\images\test\qiwi006S(1).JPG,qiwi006,qiwi,True,1,1,ok,32.1438136748327,52.69477651611918,43.37534462814784,71.10712234122597,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006S(10).JPG,qiwi006,qiwi,True,1,1,ok,25.626941151591968,42.011378937036014,46.246417342309186,75.81379892181833,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006S(11).JPG,qiwi006,qiwi,True,1,1,ok,22.699881144838837,37.212919909571866,49.161289542892185,80.59227793916752,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006S(12).JPG,qiwi006,qiwi,True,1,1,ok,25.72751482541289,42.17625381215228,41.63336677321366,68.25142093969453,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006S(2).JPG,qiwi006,qiwi,True,1,1,ok,32.00344312440093,52.464660859673664,46.29318088168117,75.8904604617724,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006S(3).JPG,qiwi006,qiwi,True,1,1,ok,32.067962971245606,52.57043110040263,41.42457272530133,67.90913561524809,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006S(4).JPG,qiwi006,qiwi,True,1,1,ok,30.502915488030858,50.004779488575174,43.80412155516763,71.81003533634038,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006S(5).JPG,qiwi006,qiwi,True,1,1,ok,42.14328395601807,69.0873507475706,48.16385592843641,78.95714086628921,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006S(6).JPG,qiwi006,qiwi,True,1,1,ok,19.88074259998447,32.59138131144995,45.03294478483192,73.82449964726544,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006S(7).JPG,qiwi006,qiwi,True,1,1,ok,19.15657753411288,31.40422546575882,40.99298919424589,67.20162162991129,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006S(8).JPG,qiwi006,qiwi,True,1,1,ok,29.548207516289107,48.439684452932966,37.68367274870855,61.7765127028009,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006S(9).JPG,qiwi006,qiwi,True,1,1,ok,27.067584048794014,44.37308860458035,43.53707887501127,71.37226045083814,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006T(1).JPG,qiwi006,qiwi,True,1,1,ok,161.14287805849915,264.1686525549166,85.80120025841433,140.65770534166282,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006T(10).JPG,qiwi006,qiwi,True,1,1,ok,224.5230708856606,368.0706080092797,74.68403836125184,122.43284977254399,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006T(11).JPG,qiwi006,qiwi,True,1,1,ok,139.61200256285127,228.87213534893652,71.30320586915246,116.8905014248401,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006T(12).JPG,qiwi006,qiwi,True,1,1,ok,170.64776626853563,279.75043650579613,74.36514208124694,121.91006898565074,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006T(2).JPG,qiwi006,qiwi,True,1,1,ok,82.46005582546358,135.1804193860059,80.69213791227216,132.28219329880682,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006T(3).JPG,qiwi006,qiwi,True,1,1,ok,181.25446124793848,297.13846106219427,78.45595327577684,128.6163168455358,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006T(4).JPG,qiwi006,qiwi,True,1,1,ok,169.83610467433846,278.4198437284237,74.80628389450294,122.63325228607039,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006T(5).JPG,qiwi006,qiwi,True,1,1,ok,150.79243826093517,247.20071846054947,80.88698314809756,132.60161171819271,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006T(6).JPG,qiwi006,qiwi,True,1,1,ok,133.3060897662564,218.53457338730558,77.00725443976445,126.24140072092534,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006T(7).JPG,qiwi006,qiwi,True,1,1,ok,135.49618340013075,222.1248908198865,72.77139405033435,119.29736729563008,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006T(8).JPG,qiwi006,qiwi,True,1,1,ok,110.95447911365385,181.89258871090794,67.92100029819599,111.34590212819016,77.775,127.5
datasets\ECUSTFD\images\test\qiwi006T(9).JPG,qiwi006,qiwi,True,1,1,ok,105.75364330010278,173.36662836082422,81.76606373800217,134.04272743934783,77.775,127.5
datasets\ECUSTFD\images\test\qiwi007S(1).JPG,qiwi007,qiwi,True,1,1,ok,49.64595558442907,81.38681243349028,68.69713509898625,112.6182542606332,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007S(10).JPG,qiwi007,qiwi,True,1,1,ok,58.81818593074389,96.4232556241703,71.03595021722963,116.45237740529446,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007S(11).JPG,qiwi007,qiwi,True,1,1,ok,37.19436782718933,60.97437348719562,59.15606650024096,96.97715819711632,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007S(12).JPG,qiwi007,qiwi,True,1,1,ok,39.500916164121634,64.75560026905185,59.09113331447241,96.87071035159411,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007S(2).JPG,qiwi007,qiwi,True,1,1,ok,26.971009453879443,44.214769596523674,51.222339576102,83.97104848541312,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007S(3).JPG,qiwi007,qiwi,True,1,1,ok,52.187852677317004,85.55385684806066,76.40031137919925,125.24641209704795,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007S(4).JPG,qiwi007,qiwi,True,1,1,ok,37.5840423777375,61.61318422579917,57.70047407896859,94.59094111306327,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007S(5).JPG,qiwi007,qiwi,True,1,1,ok,44.530186502486686,73.00030574178145,68.31896213731802,111.99829858576724,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007S(6).JPG,qiwi007,qiwi,True,1,1,ok,34.58033582919732,56.68907512983167,53.639517063876156,87.93363453094452,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007S(7).JPG,qiwi007,qiwi,True,1,1,ok,35.429282785602574,58.08079145180751,62.527991705086336,102.50490443456776,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007S(8).JPG,qiwi007,qiwi,True,1,1,ok,57.39930180364669,94.09721607155195,66.54416452279969,109.08879429967162,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007S(9).JPG,qiwi007,qiwi,True,1,1,ok,40.128924847379764,65.78512270062257,62.42728143653712,102.33980563366741,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007T(1).JPG,qiwi007,qiwi,True,1,1,ok,155.3042912785092,254.59719881722822,77.69488576990315,127.36866519656255,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007T(10).JPG,qiwi007,qiwi,True,1,1,ok,160.92661179079178,263.8141176898226,79.4651738446615,130.27077679452705,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007T(11).JPG,qiwi007,qiwi,True,1,1,ok,146.93458725327088,240.8763725463457,70.01459111489696,114.77801822114255,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007T(12).JPG,qiwi007,qiwi,True,1,1,ok,182.19665467648613,298.68304045325596,64.14585258239995,105.15713538098352,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007T(2).JPG,qiwi007,qiwi,True,1,1,ok,185.19162999617896,303.5928360593098,75.79712601714806,124.25758363466896,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007T(3).JPG,qiwi007,qiwi,True,1,1,ok,212.01018688260504,347.55768341410663,71.74363009344046,117.61250834990238,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007T(4).JPG,qiwi007,qiwi,True,1,1,ok,126.0490328554452,206.63775877941836,63.88296682733273,104.72617512677496,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007T(5).JPG,qiwi007,qiwi,True,1,1,ok,139.81121256400576,229.19870912132092,73.50829337373925,120.50539897334302,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007T(6).JPG,qiwi007,qiwi,True,1,1,ok,93.80268626678853,153.77489551932547,67.67801387704881,110.9475637328669,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007T(7).JPG,qiwi007,qiwi,True,1,1,ok,138.35382333326527,226.80954644797583,66.38317918268297,108.82488390603766,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007T(8).JPG,qiwi007,qiwi,True,1,1,ok,106.1721531860122,174.05271014100362,50.14961929878971,82.21249065375363,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi007T(9).JPG,qiwi007,qiwi,True,1,1,ok,161.06161754191052,264.0354385932959,66.21205667481853,108.54435520462053,92.84199999999998,152.2
datasets\ECUSTFD\images\test\qiwi008S(1).JPG,qiwi008,qiwi,True,1,1,ok,16.992504624180253,27.856564957672546,12.55807171651014,20.58700281395105,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008S(2).JPG,qiwi008,qiwi,True,1,1,ok,16.044794521641663,26.302941838756826,14.908525556281715,24.440205829970026,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008S(3).JPG,qiwi008,qiwi,True,2,1,ok,50.90350913258432,77.52386978899632,259.8945622251062,379.63657095986946,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008S(4).JPG,qiwi008,qiwi,True,1,1,ok,17.2513826801996,28.28095521344197,14.772955211966055,24.21795936387878,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008S(5).JPG,qiwi008,qiwi,True,2,1,ok,72.580997574679,108.15510904267921,389.62900442632144,567.7401144983653,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008S(6).JPG,qiwi008,qiwi,True,2,1,ok,58.83573556727099,88.65942886649324,315.05741167789853,459.3627601160868,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008S(7).JPG,qiwi008,qiwi,True,2,1,ok,55.322512766860434,84.08115406086321,277.0365339845444,404.79295067378075,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008S(8).JPG,qiwi008,qiwi,True,1,1,ok,21.038236621265067,34.48891249387716,14.738525045689011,24.161516468342644,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008S(9).JPG,qiwi008,qiwi,True,1,1,ok,20.534970371847567,33.66388585548781,16.37005980760601,26.83616361902625,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008T(1).JPG,qiwi008,qiwi,True,1,1,ok,22.588195151471446,37.0298281171663,22.194074404019126,36.383728531178896,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008T(2).JPG,qiwi008,qiwi,True,1,2,ok,25.9064097857559,42.469524238944096,27.176754126997825,44.552055945898076,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008T(3).JPG,qiwi008,qiwi,True,1,3,ok,20.907177351750068,34.274061232377164,24.74320840988878,40.56263673752259,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008T(4).JPG,qiwi008,qiwi,True,1,2,ok,23.727169316744817,38.89699887990954,33.198831350436826,54.4243136892407,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008T(5).JPG,qiwi008,qiwi,True,1,2,ok,87.03508639767146,142.68046950437943,35.75576032105177,58.61600052631437,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008T(6).JPG,qiwi008,qiwi,True,1,3,ok,25.46657780669398,41.748488207695054,24.192445661723944,39.6597469864327,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008T(7).JPG,qiwi008,qiwi,True,1,2,ok,25.318254130974776,41.50533464094225,26.570681670682557,43.55849454210255,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008T(8).JPG,qiwi008,qiwi,True,1,1,ok,26.289390539583707,43.09736154030116,23.3372085680998,38.25771896409803,31.781,52.1
datasets\ECUSTFD\images\test\qiwi008T(9).JPG,qiwi008,qiwi,True,1,1,ok,48.38135645131436,79.31369910051534,25.02077316037471,41.01766091864707,31.781,52.1
datasets\ECUSTFD\images\test\sachima003S(1).JPG,sachima003,sachima,True,1,1,ok,143.2057314080995,31.82349586846656,62.99644197869291,13.999209328598425,130.5,29.0
datasets\ECUSTFD\images\test\sachima003S(10).JPG,sachima003,sachima,True,1,1,ok,172.09653075599465,38.24367350133215,61.317463748492635,13.626103055220586,130.5,29.0
datasets\ECUSTFD\images\test\sachima003S(11).JPG,sachima003,sachima,True,1,1,ok,150.77469741767968,33.505488315039926,59.87031288782327,13.304513975071837,130.5,29.0
datasets\ECUSTFD\images\test\sachima003S(12).JPG,sachima003,sachima,True,1,1,ok,115.43713004579337,25.652695565731857,57.30739823810589,12.734977386245752,130.5,29.0
datasets\ECUSTFD\images\test\sachima003S(13).JPG,sachima003,sachima,True,1,1,ok,143.9008716230092,31.977971471779824,63.62040298010272,14.137867328911716,130.5,29.0
datasets\ECUSTFD\images\test\sachima003S(2).JPG,sachima003,sachima,True,1,1,ok,189.4154510764993,42.09232246144429,72.75555306397997,16.16790068088444,130.5,29.0
datasets\ECUSTFD\images\test\sachima003S(3).JPG,sachima003,sachima,True,1,1,ok,164.89640090172293,36.64364464482731,58.85237049327839,13.078304554061866,130.5,29.0
datasets\ECUSTFD\images\test\sachima003S(4).JPG,sachima003,sachima,True,1,1,ok,156.95138798237858,34.87808621830635,58.414954750541845,12.981101055675966,130.5,29.0
datasets\ECUSTFD\images\test\sachima003S(5).JPG,sachima003,sachima,True,1,1,ok,152.31877242724474,33.848616094943274,65.14578380123932,14.476840844719849,130.5,29.0
datasets\ECUSTFD\images\test\sachima003S(6).JPG,sachima003,sachima,True,1,1,ok,154.87766926298664,34.41725983621925,54.52192593067773,12.115983540150607,130.5,29.0
datasets\ECUSTFD\images\test\sachima003S(7).JPG,sachima003,sachima,True,1,1,ok,230.99460837252775,51.332135193895056,66.96172132569444,14.880382516820985,130.5,29.0
datasets\ECUSTFD\images\test\sachima003S(8).JPG,sachima003,sachima,True,1,1,ok,133.5126142603404,29.669469835631197,53.43496111014803,11.874435802255118,130.5,29.0
datasets\ECUSTFD\images\test\sachima003S(9).JPG,sachima003,sachima,True,1,1,ok,128.62203150691653,28.58267366820367,56.75301603122335,12.611781340271856,130.5,29.0
datasets\ECUSTFD\images\test\sachima003T(1).JPG,sachima003,sachima,True,1,1,ok,1156.4817642113815,256.9959476025292,234.78829714391816,52.175177143092924,130.5,29.0
datasets\ECUSTFD\images\test\sachima003T(10).JPG,sachima003,sachima,True,1,1,ok,1793.6339481502325,398.58532181116277,296.1305855780392,65.80679679511982,130.5,29.0
datasets\ECUSTFD\images\test\sachima003T(11).JPG,sachima003,sachima,True,1,1,ok,1564.675573900998,347.70568308911066,278.0388326151762,61.786407247816925,130.5,29.0
datasets\ECUSTFD\images\test\sachima003T(12).JPG,sachima003,sachima,True,1,1,ok,1685.2161053519096,374.4924678559799,245.2883755103617,54.50852789119149,130.5,29.0
datasets\ECUSTFD\images\test\sachima003T(13).JPG,sachima003,sachima,True,1,1,ok,1713.171971063301,380.70488245851135,266.0980597709143,59.132902171314285,130.5,29.0
datasets\ECUSTFD\images\test\sachima003T(2).JPG,sachima003,sachima,True,1,1,ok,986.9121349011624,219.31380775581385,294.07825841024425,65.35072409116539,130.5,29.0
datasets\ECUSTFD\images\test\sachima003T(3).JPG,sachima003,sachima,True,1,1,ok,559.368362572683,124.30408057170735,276.37853859830307,61.417453021845134,130.5,29.0
datasets\ECUSTFD\images\test\sachima003T(4).JPG,sachima003,sachima,True,1,1,ok,969.4522675516594,215.43383723370206,208.59467380932992,46.35437195762887,130.5,29.0
datasets\ECUSTFD\images\test\sachima003T(5).JPG,sachima003,sachima,True,1,1,ok,1146.6740032347695,254.8164451632821,254.74610773243057,56.61024616276235,130.5,29.0
datasets\ECUSTFD\images\test\sachima003T(6).JPG,sachima003,sachima,True,1,1,ok,1889.5987631704754,419.91083626010567,214.66256703259504,47.70279267391001,130.5,29.0
datasets\ECUSTFD\images\test\sachima003T(7).JPG,sachima003,sachima,True,1,1,ok,1198.2821142124026,266.2849142694228,229.91735440732674,51.09274542385039,130.5,29.0
datasets\ECUSTFD\images\test\sachima003T(8).JPG,sachima003,sachima,True,1,1,ok,2662.1251709083754,591.5833713129723,255.75387334815886,56.834194077368636,130.5,29.0
datasets\ECUSTFD\images\test\sachima003T(9).JPG,sachima003,sachima,True,1,1,ok,2063.065654365358,458.4590343034129,251.00642539713525,55.779205643807835,130.5,29.0
datasets\ECUSTFD\images\test\sachima004S(1).JPG,sachima004,sachima,True,1,1,ok,120.75920112276866,26.835378027281926,66.49903998647204,14.77756444143823,150.3,33.4
datasets\ECUSTFD\images\test\sachima004S(10).JPG,sachima004,sachima,True,1,1,ok,192.30935692227845,42.735412649395215,77.2129174044398,17.158426089875512,150.3,33.4
datasets\ECUSTFD\images\test\sachima004S(11).JPG,sachima004,sachima,True,1,1,ok,126.86534793506193,28.19229954112487,75.77300105895192,16.838444679767093,150.3,33.4
datasets\ECUSTFD\images\test\sachima004S(12).JPG,sachima004,sachima,True,1,1,ok,100.10961182854695,22.246580406343767,55.57027753766934,12.34895056392652,150.3,33.4
datasets\ECUSTFD\images\test\sachima004S(13).JPG,sachima004,sachima,True,1,1,ok,145.14049127791188,32.25344250620264,83.34029727804973,18.520066061788828,150.3,33.4
datasets\ECUSTFD\images\test\sachima004S(2).JPG,sachima004,sachima,True,1,1,ok,171.01915139429246,38.00425586539833,79.49868929670589,17.666375399267977,150.3,33.4
datasets\ECUSTFD\images\test\sachima004S(3).JPG,sachima004,sachima,True,1,1,ok,155.4218723249226,34.5381938499828,67.77493057682928,15.061095683739842,150.3,33.4
datasets\ECUSTFD\images\test\sachima004S(4).JPG,sachima004,sachima,True,1,1,ok,144.98192312920418,32.21820513982315,64.38717136426328,14.30826030316962,150.3,33.4
datasets\ECUSTFD\images\test\sachima004S(5).JPG,sachima004,sachima,True,1,1,ok,218.5138379266201,48.55863065036002,88.79185216937185,19.731522704304854,150.3,33.4
datasets\ECUSTFD\images\test\sachima004S(6).JPG,sachima004,sachima,True,1,1,ok,202.740124732926,45.053361051761335,84.48429014750926,18.774286699446503,150.3,33.4
datasets\ECUSTFD\images\test\sachima004S(7).JPG,sachima004,sachima,True,1,1,ok,184.66013491415237,41.0355855364783,82.86462976517213,18.41436217003825,150.3,33.4
datasets\ECUSTFD\images\test\sachima004S(8).JPG,sachima004,sachima,True,1,1,ok,168.39779515478244,37.42173225661832,74.25200131407978,16.50044473646217,150.3,33.4
datasets\ECUSTFD\images\test\sachima004S(9).JPG,sachima004,sachima,True,1,1,ok,184.13773026633126,40.919495614740285,77.45503065799178,17.212229035109285,150.3,33.4
datasets\ECUSTFD\images\test\sachima004T(1).JPG,sachima004,sachima,True,1,1,ok,2178.249840395579,484.0555200879065,281.85435581980454,62.6343012932899,150.3,33.4
datasets\ECUSTFD\images\test\sachima004T(10).JPG,sachima004,sachima,True,1,1,ok,1911.8249730891962,424.8499940198214,309.773408996161,68.83853533248022,150.3,33.4
datasets\ECUSTFD\images\test\sachima004T(11).JPG,sachima004,sachima,True,1,1,ok,1282.8351435865648,285.07447635256995,255.8094570234172,56.84654600520382,150.3,33.4
datasets\ECUSTFD\images\test\sachima004T(12).JPG,sachima004,sachima,True,1,1,ok,1000.7368411297867,222.38596469550816,286.174066415049,63.594236981122,150.3,33.4
datasets\ECUSTFD\images\test\sachima004T(13).JPG,sachima004,sachima,True,1,1,ok,1618.52765641025,359.6728125356111,291.84428378243,64.85428528498444,150.3,33.4
datasets\ECUSTFD\images\test\sachima004T(2).JPG,sachima004,sachima,True,1,1,ok,2008.350797723744,446.30017727194314,289.5677167964594,64.34838151032432,150.3,33.4
datasets\ECUSTFD\images\test\sachima004T(3).JPG,sachima004,sachima,True,1,1,ok,1709.1915619494018,379.8203470998671,286.0282686226146,63.56183747169213,150.3,33.4
datasets\ECUSTFD\images\test\sachima004T(4).JPG,sachima004,sachima,True,1,1,ok,1907.0522322710772,423.7893849491283,304.9870178434652,67.77489285410338,150.3,33.4
datasets\ECUSTFD\images\test\sachima004T(5).JPG,sachima004,sachima,True,1,1,ok,1965.272241263069,436.7271647251264,343.8922420025504,76.42049822278898,150.3,33.4
datasets\ECUSTFD\images\test\sachima004T(6).JPG,sachima004,sachima,True,1,1,ok,1408.7909830673004,313.0646629038445,273.8482927230392,60.855176160675384,150.3,33.4
datasets\ECUSTFD\images\test\sachima004T(7).JPG,sachima004,sachima,True,1,1,ok,1551.1434148156334,344.6985366256963,324.71303190956814,72.15845153545959,150.3,33.4
datasets\ECUSTFD\images\test\sachima004T(8).JPG,sachima004,sachima,True,1,1,ok,1326.720021081026,294.82667135133914,291.007898097314,64.66842179940312,150.3,33.4
datasets\ECUSTFD\images\test\sachima004T(9).JPG,sachima004,sachima,True,1,1,ok,1215.1024765534003,270.0227725674223,285.05301554436096,63.34511456541354,150.3,33.4
datasets\ECUSTFD\images\test\sachima005S(1).JPG,sachima005,sachima,True,1,1,ok,113.70820047877882,25.268488995284184,54.42508300165705,12.094462889257121,147.15,32.7
datasets\ECUSTFD\images\test\sachima005S(10).JPG,sachima005,sachima,True,1,1,ok,96.80180394604312,21.511511988009584,51.60199251743683,11.467109448319295,147.15,32.7
datasets\ECUSTFD\images\test\sachima005S(11).JPG,sachima005,sachima,True,1,1,ok,52.59120207331733,11.68693379407052,46.5341739732722,10.340927549616044,147.15,32.7
datasets\ECUSTFD\images\test\sachima005S(12).JPG,sachima005,sachima,True,1,1,ok,149.6972811224197,33.26606247164882,60.71923667189395,13.493163704865323,147.15,32.7
